label,old-label,prop,wrong,,cond,sent,paraph
2,2,bn_mul_recursive_APIParam_4 bn_sqr_recursive_APIParam_3 must be a power of 2,,,null,bn_mul_recursive_APIParam_4 bn_sqr_recursive_APIParam_3 must be a power of 2,"bn_mul_recursive(bn_mul_normal_APIParam_1 mul_add_APIParam_1 bn_mul_low_normal_APIParam_1 bn_sqr_comba4_APIParam_1 mul_APIParam_1 bn_mul_recursive_APIParam_1 bn_sqr_recursive_APIParam_1 bn_mul_comba4_APIParam_1 bn_mul_comba8_APIParam_1 bn_mul_high_APIParam_1 bn_sqr_comba8_APIParam_1 bn_mul_low_recursive_APIParam_1 bn_sqr_normal_APIParam_1 bn_mul_part_recursive_APIParam_1 bn_set_low_APIParam_1 bn_set_high_APIParam_1, bn_mul_normal_APIParam_2 mul_add_APIParam_2 bn_mul_low_normal_APIParam_2 sqr_APIParam_3 bn_sqr_comba4_APIParam_2 bn_wexpand_APIParam_1 bn_fix_top_APIParam_1 mul_APIParam_2 bn_print_APIParam_1 bn_cmp_words_APIParam_1 bn_check_top_APIParam_1 bn_mul_recursive_APIParam_2 bn_set_max_APIParam_1 bn_sqr_recursive_APIParam_2 bn_expand_APIParam_1 bn_mul_comba4_APIParam_2 bn_expand2_APIParam_1 bn_mul_comba8_APIParam_2 bn_mul_high_APIParam_2 bn_sqr_comba8_APIParam_2 bn_mul_low_recursive_APIParam_2 bn_sqr_normal_APIParam_2 bn_mul_part_recursive_APIParam_2 bn_set_low_APIParam_2 bn_set_high_APIParam_2, bn_mul_normal_APIParam_4 bn_mul_low_normal_APIParam_3 bn_cmp_words_APIParam_2 bn_mul_recursive_APIParam_3 bn_mul_comba4_APIParam_3 bn_mul_comba8_APIParam_3 bn_mul_high_APIParam_3 bn_mul_low_recursive_APIParam_3 bn_mul_part_recursive_APIParam_3, bn_mul_recursive_APIParam_4 bn_sqr_recursive_APIParam_3, dna, dnb, bn_mul_normal_APIParam_3 bn_mul_low_normal_APIParam_4 bn_dump_APIParam_2 bn_mul_add_words_APIParam_3 bn_wexpand_APIParam_2 bn_cmp_words_APIParam_3 bn_mul_words_APIParam_3 bn_mul_recursive_APIParam_4 bn_sqr_recursive_APIParam_3 bn_sqr_words_APIParam_3 bn_expand_APIParam_2 bn_expand2_APIParam_2 bn_sqr_normal_APIParam_3 bn_set_low_APIParam_3 bn_set_high_APIParam_3) operates on the word arrays bn_mul_normal_APIParam_2 mul_add_APIParam_2 bn_mul_low_normal_APIParam_2 sqr_APIParam_3 bn_sqr_comba4_APIParam_2 bn_wexpand_APIParam_1 bn_fix_top_APIParam_1 mul_APIParam_2 bn_print_APIParam_1 bn_cmp_words_APIParam_1 bn_check_top_APIParam_1 bn_mul_recursive_APIParam_2 bn_set_max_APIParam_1 bn_sqr_recursive_APIParam_2 bn_expand_APIParam_1 bn_mul_comba4_APIParam_2 bn_expand2_APIParam_1 bn_mul_comba8_APIParam_2 bn_mul_high_APIParam_2 bn_sqr_comba8_APIParam_2 bn_mul_low_recursive_APIParam_2 bn_sqr_normal_APIParam_2 bn_mul_part_recursive_APIParam_2 bn_set_low_APIParam_2 bn_set_high_APIParam_2 and bn_mul_normal_APIParam_4 bn_mul_low_normal_APIParam_3 bn_cmp_words_APIParam_2 bn_mul_recursive_APIParam_3 bn_mul_comba4_APIParam_3 bn_mul_comba8_APIParam_3 bn_mul_high_APIParam_3 bn_mul_low_recursive_APIParam_3 bn_mul_part_recursive_APIParam_3 of length bn_mul_recursive_APIParam_4 bn_sqr_recursive_APIParam_3+dna and bn_mul_recursive_APIParam_4 bn_sqr_recursive_APIParam_3+dnb (dna and dnb are currently allowed to be 0 or negative) and the 2*bn_mul_recursive_APIParam_4 bn_sqr_recursive_APIParam_3 word arrays bn_mul_normal_APIParam_1 mul_add_APIParam_1 bn_mul_low_normal_APIParam_1 bn_sqr_comba4_APIParam_1 mul_APIParam_1 bn_mul_recursive_APIParam_1 bn_sqr_recursive_APIParam_1 bn_mul_comba4_APIParam_1 bn_mul_comba8_APIParam_1 bn_mul_high_APIParam_1 bn_sqr_comba8_APIParam_1 bn_mul_low_recursive_APIParam_1 bn_sqr_normal_APIParam_1 bn_mul_part_recursive_APIParam_1 bn_set_low_APIParam_1 bn_set_high_APIParam_1 and bn_mul_normal_APIParam_3 bn_mul_low_normal_APIParam_4 bn_dump_APIParam_2 bn_mul_add_words_APIParam_3 bn_wexpand_APIParam_2 bn_cmp_words_APIParam_3 bn_mul_words_APIParam_3 bn_mul_recursive_APIParam_4 bn_sqr_recursive_APIParam_3 bn_sqr_words_APIParam_3 bn_expand_APIParam_2 bn_expand2_APIParam_2 bn_sqr_normal_APIParam_3 bn_set_low_APIParam_3 bn_set_high_APIParam_3. bn_mul_recursive_APIParam_4 bn_sqr_recursive_APIParam_3 must be a power of 2. It computes bn_mul_normal_APIParam_2 mul_add_APIParam_2 bn_mul_low_normal_APIParam_2 sqr_APIParam_3 bn_sqr_comba4_APIParam_2 bn_wexpand_APIParam_1 bn_fix_top_APIParam_1 mul_APIParam_2 bn_print_APIParam_1 bn_cmp_words_APIParam_1 bn_check_top_APIParam_1 bn_mul_recursive_APIParam_2 bn_set_max_APIParam_1 bn_sqr_recursive_APIParam_2 bn_expand_APIParam_1 bn_mul_comba4_APIParam_2 bn_expand2_APIParam_1 bn_mul_comba8_APIParam_2 bn_mul_high_APIParam_2 bn_sqr_comba8_APIParam_2 bn_mul_low_recursive_APIParam_2 bn_sqr_normal_APIParam_2 bn_mul_part_recursive_APIParam_2 bn_set_low_APIParam_2 bn_set_high_APIParam_2*bn_mul_normal_APIParam_4 bn_mul_low_normal_APIParam_3 bn_cmp_words_APIParam_2 bn_mul_recursive_APIParam_3 bn_mul_comba4_APIParam_3 bn_mul_comba8_APIParam_3 bn_mul_high_APIParam_3 bn_mul_low_recursive_APIParam_3 bn_mul_part_recursive_APIParam_3 and places the result in bn_mul_normal_APIParam_1 mul_add_APIParam_1 bn_mul_low_normal_APIParam_1 bn_sqr_comba4_APIParam_1 mul_APIParam_1 bn_mul_recursive_APIParam_1 bn_sqr_recursive_APIParam_1 bn_mul_comba4_APIParam_1 bn_mul_comba8_APIParam_1 bn_mul_high_APIParam_1 bn_sqr_comba8_APIParam_1 bn_mul_low_recursive_APIParam_1 bn_sqr_normal_APIParam_1 bn_mul_part_recursive_APIParam_1 bn_set_low_APIParam_1 bn_set_high_APIParam_1."
2,2,"A mul_add_APIParam_1 sqr_APIParam_1 mul_APIParam_1 bn_div_words_APIParam_1 bn_mul_words_APIParam_4 can be either 16 , 32 or 64 bits in size , depending on the ` number of bits ' specified in openssl/bn",,,null,"A mul_add_APIParam_1 sqr_APIParam_1 mul_APIParam_1 bn_div_words_APIParam_1 bn_mul_words_APIParam_4 can be either 16, 32 or 64 bits in size, depending on the 'number of bits' (BITS2) specified in openssl/bn.h","The integer value is stored in bn_dump_APIParam_1 bn_div_words_APIParam_3, a malloc()ed array of words (mul_add_APIParam_1 sqr_APIParam_1 mul_APIParam_1 bn_div_words_APIParam_1 bn_mul_words_APIParam_4), least significant word first. A mul_add_APIParam_1 sqr_APIParam_1 mul_APIParam_1 bn_div_words_APIParam_1 bn_mul_words_APIParam_4 can be either 16, 32 or 64 bits in size, depending on the 'number of bits' (BITS2) specified in openssl/bn.h."
2,2,"The SSL_CTX_set_alpn_protos_APIParam_2 SSL_set_alpn_protos_APIParam_2 must be in protocol-list format , described below",,,null,"The SSL_CTX_set_alpn_protos_APIParam_2 SSL_set_alpn_protos_APIParam_2 must be in protocol-list format, described below","SSL_CTX_set_alpn_protos() and SSL_set_alpn_protos() are used by the client to set the list of protocols available to be negotiated. The SSL_CTX_set_alpn_protos_APIParam_2 SSL_set_alpn_protos_APIParam_2 must be in protocol-list format, described below. The length of SSL_CTX_set_alpn_protos_APIParam_2 SSL_set_alpn_protos_APIParam_2 is specified in protos_len."
2,2,"The ALPN select callback SSL_CTX_set_alpn_select_cb_APIParam_2, must return one of SSL_TLSEXT_ERR_OK, SSL_TLSEXT_ERR_ALERT_FATAL or SSL_TLSEXT_ERR_NOACK",,,null,"The ALPN select callback cb, must return one of the following:","The ALPN select callback cb, must return one of the following:"
2,2,It is the job of the cert_cb to store information about the state of the last call,,,if required to continue,"It is the job of the cert_cb() to store information about the state of the last call, if required to continue","cert_cb() is the application defined callback. It is called before a certificate will be used by a client or server. The callback can then inspect the passed ssl structure and set or clear any appropriate certificates. If the callback is successful, it MUST return 1 even if no certificates have been set. A zero is returned on error which will abort the handshake with a fatal internal error alert. A negative return value will suspend the handshake and the handshake function will return immediately. SSL_get_error(3) will return SSL_ERROR_WANT_X509_LOOKUP to indicate, that the handshake was suspended. The next call to the handshake function will again lead to the call of cert_cb(). It is the job of the cert_cb() to store information about the state of the last call, if required to continue."
2,2,This also means that OPENSSL_instrument_bus2_APIParam_1 and OPENSSL_instrument_bus_APIParam_1 should be zeroed upon invocation,,,null,This also means that vector[num] should be zeroed upon invocation (if you want to retrieve actual probe values),"It was empirically found that timings of references to primary memory are subject to irregular, apparently non-deterministic variations. The subroutines in question instrument these references for purposes of gathering entropy for random number generator. In order to make it bus-bound a 'flush cache line' instruction is used between probes. In addition probes are added to OPENSSL_instrument_bus2_APIParam_1 OPENSSL_instrument_bus_APIParam_1 elements in atomic or interlocked manner, which should contribute additional noise on multi-processor systems. This also means that vector[num] should be zeroed upon invocation (if you want to retrieve actual probe values)."
2,2,"The value of the SSL_select_next_proto_APIParam_1 , SSL_select_next_proto_APIParam_2 vector should be set to the value of a single protocol selected from the SSL_select_next_proto_APIParam_0 SSL_CTX_set_alpn_protos_APIParam_0 SSL_set_alpn_protos_APIParam_0 , inlen vector",,,null,"The value of the SSL_select_next_proto_APIParam_1, SSL_select_next_proto_APIParam_2 vector should be set to the value of a single protocol selected from the SSL_select_next_proto_APIParam_0 SSL_CTX_set_alpn_protos_APIParam_0 SSL_set_alpn_protos_APIParam_0, inlen vector","cb is the application defined callback. The SSL_select_next_proto_APIParam_0 SSL_CTX_set_alpn_protos_APIParam_0 SSL_set_alpn_protos_APIParam_0, inlen parameters are a vector in protocol-list format. The value of the SSL_select_next_proto_APIParam_1, SSL_select_next_proto_APIParam_2 vector should be set to the value of a single protocol selected from the SSL_select_next_proto_APIParam_0 SSL_CTX_set_alpn_protos_APIParam_0 SSL_set_alpn_protos_APIParam_0, inlen vector. The arg parameter is the pointer set via SSL_CTX_set_alpn_select_cb()."
2,2,"For `` new '' style callbacks a BN_GENCB structure should be initialised with a call to BN_GENCB_set , where gencb is a BN_is_prime_ex_APIParam_4 BN_GENCB_call_APIParam_1 , callback is of type int and cb_arg is a void",,,null,"For ""new"" style callbacks a BN_GENCB structure should be initialised with a call to BN_GENCB_set, where gencb is a BN_is_prime_ex_APIParam_4 BN_GENCB_call_APIParam_1, callback is of type int (*callback)(int, int, BN_GENCB *) and cb_arg is a void *","For ""new"" style callbacks a BN_GENCB structure should be initialised with a call to BN_GENCB_set, where gencb is a BN_is_prime_ex_APIParam_4 BN_GENCB_call_APIParam_1, callback is of type int (*callback)(int, int, BN_GENCB *) and cb_arg is a void *. ""Old"" style callbacks are the same except they are initialised with a call to BN_GENCB_set_old and callback is of type void (*callback)(int, int, void *)."
2,2,Otherwise it should be any other value,,,null,Otherwise it should be any other value,"For a given SSL connection SSL_export_keying_material_APIParam_1, SSL_export_keying_material_APIParam_3 bytes of data will be written to SSL_export_keying_material_APIParam_2. The application specific context should be supplied in the location pointed to by context and should be contextlen bytes long. Provision of a context is optional. If the context should be omitted entirely then use_context should be set to 0. Otherwise it should be any other value. If use_context is 0, then the values of context and contextlen are ignored. Note that a zero length context is treated differently to no context at all, and will result in different keying material being returned."
2,2,The application specific context should be supplied in the location pointed to by context and should be contextlen bytes long,,,null,The application specific context should be supplied in the location pointed to by context and should be contextlen bytes long,"For a given SSL connection SSL_export_keying_material_APIParam_1, SSL_export_keying_material_APIParam_3 bytes of data will be written to SSL_export_keying_material_APIParam_2. The application specific context should be supplied in the location pointed to by context and should be contextlen bytes long. Provision of a context is optional. If the context should be omitted entirely then use_context should be set to 0. Otherwise it should be any other value. If use_context is 0, then the values of context and contextlen are ignored. Note that a zero length context is treated differently to no context at all, and will result in different keying material being returned."
2,2,The CMS_STREAM flag must be included in the corresponding flags parameter of the BIO_new_CMS_APIParam_2 creation function,,,null,The CMS_STREAM flag must be included in the corresponding flags parameter of the BIO_new_CMS_APIParam_2 creation function,The CMS_STREAM flag must be included in the corresponding flags parameter of the BIO_new_CMS_APIParam_2 creation function.
2,2,it should not be freed or modified in any way,,,null,", it should not be freed or modified in any way","ASN1_STRING_data() returns an internal pointer to the data of ASN1_STRING_data_APIParam_1. Since this is an internal pointer, it should not be freed or modified in any way."
2,2,An application specific label should be provided in the location pointed to by label and should be llen bytes long,,,null,An application specific label should be provided in the location pointed to by label and should be llen bytes long,"An application specific label should be provided in the location pointed to by label and should be llen bytes long. Typically this will be a value from the IANA Exporter Label Registry ( https://www.iana.org/assignments/tls-parameters/tls-parameters.xhtml#exporter-labels ). Alternatively labels beginning with ""EXPERIMENTAL"" are permitted by the standard to be used without registration."
2,2,"Before a DES key can be used , a DES key must be converted into the architecture dependent DES_key_schedule via the DES_set_key_checked or DES_set_key_unchecked function",,,null,"Before a DES key can be used, a DES key must be converted into the architecture dependent DES_key_schedule via the DES_set_key_checked() or DES_set_key_unchecked() function","Before a DES key can be used, a DES key must be converted into the architecture dependent DES_key_schedule via the DES_set_key_checked() or DES_set_key_unchecked() function."
2,2,the ivec variable is changed and the new changed value needs to be passed to the next call to this function,,,null,Note: the ivec variable is changed and the new changed value needs to be passed to the next call to this function,"DES_ofb_encrypt() encrypts using output feedback mode. This method takes an array of characters as input and outputs and array of characters. This method does not require any padding to 8 character groups. Note: the ivec variable is changed and the new changed value needs to be passed to the next call to this function. Since this function runs a complete DES ECB encryption per numbits, this function is only suggested for use when sending small numbers of characters."
2,2,"The function EC_GROUP_get_trinomial_basis_APIName must only be called where f is of the trinomial form, and returns the value of EC_GROUP_get_trinomial_basis_APIParam_2",,,null,"The function EC_GROUP_get_trinomial_basis must only be called where f(x) is of the trinomial form, and returns the value of EC_GROUP_get_trinomial_basis_APIParam_2","The function EC_GROUP_get_basis_type returns a NID identifying whether a trinomial or pentanomial is in use for the field. The function EC_GROUP_get_trinomial_basis must only be called where f(x) is of the trinomial form, and returns the value of EC_GROUP_get_trinomial_basis_APIParam_2. Similary the function EC_GROUP_get_pentanomial_basis must only be called where f(x) is of the pentanomial form, and returns the values of EC_GROUP_get_pentanomial_basis_APIParam_2, k2 and k3 respectively."
